代碼,ROE_5Y,EPS_5Y,毛利率_5Y,現金殖利率,正負樣本,備註
1522,7.37,1.56,21.12,3.69,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2613,2.6,0.64,11.68,2.14,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1418,-60.82,-4.53,-113.93,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2417,8.29,1.29,50.78,1.97,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2712,0.72,0.09,27.4,1.87,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1236,0.09,0.01,26.96,1.27,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2634,9.76,1.42,10.91,2.33,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2704,2.34,0.63,32.86,1.8,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1410,7.1,1.18,37.42,2.86,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5258,2.78,0.15,27.1,1.2,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2329,2.23,0.35,7.67,1.29,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3004,9.66,3.04,23.98,2.41,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3024,3.63,0.35,22.0,1.52,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2344,9.29,1.5,33.79,3.11,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2359,4.09,1.03,20.42,3.28,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2466,1.11,0.12,10.92,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1217,2.25,0.27,31.77,0.62,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1795,7.58,2.59,46.1,0.35,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3308,-9.7,-0.87,4.96,0.99,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3481,6.14,1.57,13.33,3.98,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2062,2.65,0.89,12.86,1.11,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2540,9.63,3.19,39.99,0.6,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3164,5.87,0.99,65.79,3.45,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3419,-0.73,-0.08,19.58,1.1,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4133,2.86,0.57,45.38,1.14,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1725,7.25,1.32,4.71,4.01,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1528,-0.13,-0.02,26.65,1.83,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3055,-2.11,-0.56,17.86,2.05,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6598,-47.61,-3.69,50.63,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1516,6.87,0.8,3.94,1.6,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1529,7.89,0.61,20.35,1.61,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3311,-3.42,-1.21,13.3,3.85,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1473,-1.86,-0.33,12.8,1.71,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1470,5.55,0.62,21.86,3.04,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2434,-31.59,-1.73,-28.21,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4746,6.13,3.86,33.03,3.22,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1475,-14.64,-2.74,-16.81,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2637,8.61,3.64,26.01,4.14,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1324,1.63,0.22,15.98,2.56,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2426,9.28,1.3,19.3,4.53,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1731,6.59,0.9,58.27,4.13,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3043,-36.34,-0.01,21.16,3.08,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6605,6.39,5.2,25.74,2.33,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4576,6.49,1.52,34.6,0.53,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4545,1.1,0.24,20.74,1.72,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1220,5.92,0.74,13.71,4.44,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1104,6.66,1.82,14.24,4.79,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2601,3.63,0.62,66.18,3.29,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2314,-3.21,-0.28,15.39,0.2,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2903,5.27,1.11,50.49,4.58,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8488,0.8,0.3,9.4,3.46,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4976,-0.99,-0.14,7.98,1.67,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8201,-2.78,-0.42,14.33,2.41,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2419,7.26,0.86,20.77,3.05,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1213,-9.02,-0.89,4.96,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1234,4.23,1.88,26.54,4.96,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2462,3.22,0.58,9.28,2.4,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2440,5.76,0.5,7.42,1.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9904,8.94,3.71,24.7,4.64,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3094,4.19,0.57,67.91,3.02,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2013,6.31,1.49,3.38,2.23,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1474,5.07,0.81,12.63,4.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3027,-0.13,-0.04,32.99,0.63,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2727,6.3,3.7,45.77,3.67,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8105,-1.98,-0.33,9.72,0.89,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2358,4.56,0.56,8.49,0.73,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1805,-8.24,-0.61,14.47,0.83,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2701,3.79,0.62,58.36,2.38,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1443,-28.77,-0.56,18.36,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8467,6.11,1.75,28.68,2.62,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1810,5.93,0.8,25.21,2.1,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2342,1.96,0.33,18.34,0.61,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3504,-1.04,-0.31,19.01,1.26,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2201,-1.34,-1.21,20.43,2.01,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1468,0.76,0.06,10.45,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2364,-16.2,-0.13,25.9,0.21,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2206,9.65,1.86,18.01,3.1,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6573,-4.76,-0.48,11.54,1.63,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3296,-0.38,-0.02,14.89,3.09,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1531,2.28,0.47,18.67,3.38,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2104,7.86,2.66,24.59,3.72,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4566,9.51,2.77,21.25,2.81,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3062,1.46,0.25,6.43,0.79,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2409,7.62,1.84,12.02,4.15,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6558,9.39,1.39,22.4,4.22,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1616,-0.69,-0.06,5.43,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5525,7.29,1.43,29.61,3.76,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9946,9.56,1.85,33.03,3.83,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8072,-0.63,-0.28,15.1,1.42,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6165,5.05,0.59,12.54,0.04,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2460,-0.54,-0.09,11.5,3.49,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2483,5.93,1.31,21.97,4.08,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3019,8.08,3.25,19.45,3.34,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3605,5.93,2.3,21.67,2.28,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9958,8.58,2.61,16.63,1.81,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9919,7.8,1.11,19.46,4.41,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2328,8.46,1.75,9.52,2.66,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2731,-1.4,0.19,13.34,4.24,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3031,6.22,1.03,25.01,4.83,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1733,6.98,1.19,25.53,4.33,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1783,6.44,0.81,45.22,1.02,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2387,7.13,2.65,13.33,3.79,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1419,6.16,1.82,25.76,3.8,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9907,5.31,0.68,10.77,2.78,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6120,-2.87,-0.41,3.06,4.18,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1402,5.81,1.95,19.83,4.62,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1614,5.27,1.07,20.08,2.58,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8222,-0.81,-0.07,11.05,2.45,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2413,-3.33,-0.43,15.14,0.86,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6139,5.02,2.07,6.96,4.61,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3518,-8.67,-2.01,18.44,4.23,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1760,9.25,1.44,53.82,1.05,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2239,8.89,6.96,17.57,4.02,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6243,-8.27,-0.47,24.89,3.05,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4142,-9.63,-0.72,-1.54,0.26,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6451,7.26,4.14,23.26,3.1,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1711,4.41,0.66,22.02,2.09,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2362,2.77,1.87,22.77,2.84,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2415,7.09,1.38,26.54,3.03,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3704,1.97,0.39,22.37,1.29,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1903,-4.4,-0.44,33.51,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6153,2.65,0.67,12.86,0.81,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1786,7.38,1.54,67.17,2.37,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5469,9.54,4.94,17.39,4.89,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5225,4.51,1.22,10.41,3.09,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4104,6.93,3.81,19.67,4.89,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1337,-11.37,-3.06,-24.86,3.47,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8046,6.79,3.72,9.75,1.26,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1714,6.61,0.6,12.57,3.34,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1735,3.83,0.55,15.87,3.09,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3054,1.85,0.22,0.01,3.71,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3058,-6.87,-0.81,11.54,2.8,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6155,5.22,0.85,27.41,3.63,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3021,9.85,1.27,22.41,2.8,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3701,5.73,0.58,12.75,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2101,4.76,0.64,18.67,1.24,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2705,-26.89,-2.66,17.77,0.25,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2105,5.89,1.47,22.8,3.61,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9906,3.5,0.41,25.25,0.27,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2486,-1.76,-0.26,11.62,3.46,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9908,6.92,1.59,22.48,3.36,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6426,6.55,1.89,44.26,2.38,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1907,7.88,1.9,18.37,4.14,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4739,8.86,3.57,11.39,1.89,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1709,7.17,1.14,16.75,4.36,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2102,-13.11,-2.1,2.03,0.61,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4555,5.81,2.22,35.78,3.15,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2612,4.6,2.34,20.81,4.11,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2610,3.9,0.44,11.95,1.92,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1535,6.63,1.64,6.39,3.35,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1414,2.34,0.33,9.5,1.74,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1708,6.85,1.79,26.22,2.1,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6405,2.07,0.65,18.65,3.74,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5484,-12.9,-1.06,16.81,2.32,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6288,5.36,0.7,19.59,2.28,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2901,2.7,0.32,85.71,1.2,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3576,-19.85,-1.97,-6.51,4.56,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5607,9.16,2.08,54.82,1.71,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4426,2.7,0.6,10.89,1.6,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2605,2.43,0.52,21.12,2.38,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6133,-0.03,0.01,18.92,1.03,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3437,-3.59,-0.72,9.77,4.64,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1618,2.86,0.53,8.77,2.63,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4935,10.02,5.22,17.74,4.58,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2453,7.1,1.34,22.78,4.45,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1539,8.88,1.68,10.71,3.01,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8926,7.86,1.6,12.35,4.35,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4306,4.41,0.88,14.0,4.24,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2369,0.54,0.05,7.75,3.69,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1538,-52.11,-2.39,13.51,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1802,6.39,1.08,17.92,3.84,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2706,4.03,0.71,73.7,2.04,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2241,0.65,0.03,20.48,0.91,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2606,8.2,2.38,17.09,4.92,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6668,6.91,1.29,37.53,2.21,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2538,-1.26,-0.22,52.92,4.07,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6116,9.53,1.33,24.71,4.57,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4906,5.52,1.45,10.39,4.04,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8103,8.53,2.75,29.89,3.49,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8110,3.17,0.69,6.71,2.77,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6225,-159.53,-0.1,-67.76,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3051,3.54,0.66,21.35,0.0,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2332,2.48,0.27,28.43,1.61,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6215,8.05,1.2,26.2,3.31,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2722,2.75,0.48,41.52,0.91,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3037,9.12,3.28,14.18,1.03,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4164,4.92,1.9,31.26,4.02,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5243,7.55,2.62,15.66,2.62,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9928,-23.19,-0.98,-5.87,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6289,-215.93,-0.51,-108.8,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2109,1.21,-0.21,20.27,2.57,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6117,-4.85,-0.5,16.15,2.69,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5284,8.5,3.4,33.05,4.68,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4934,-30.28,-2.89,-8.41,1.39,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2465,7.45,1.21,14.31,0.67,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2317,9.97,8.35,6.06,3.63,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4737,5.07,1.82,44.06,2.99,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6205,7.56,1.9,30.7,2.03,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3011,-4.24,-0.44,10.39,0.25,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3047,2.28,-0.11,24.83,2.25,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8021,6.26,1.93,29.74,4.83,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6442,2.5,0.75,17.44,2.46,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
9902,3.04,0.39,5.14,3.15,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1465,7.99,0.43,9.22,4.23,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3149,-7.51,-0.57,-0.35,3.27,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1313,6.4,1.16,6.24,5.04,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3346,7.92,1.64,17.02,3.77,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1734,-4.48,-0.01,37.54,0.55,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4956,0.19,0.04,17.28,3.02,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6209,-3.93,-0.85,5.26,3.1,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3591,-1.75,-0.46,18.19,1.61,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5531,0.78,0.09,32.3,0.0,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2913,-0.96,-0.17,38.11,2.36,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3454,8.86,3.49,32.71,1.94,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6585,4.11,1.55,20.03,3.37,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2017,3.83,0.61,13.62,2.99,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2516,-8.91,-0.92,-2.15,4.85,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2530,-1.71,-0.22,48.64,3.79,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2032,3.75,0.49,5.59,2.26,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6191,8.48,2.62,15.28,2.87,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1504,6.14,1.8,23.94,3.6,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3588,6.58,1.88,35.69,2.12,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2543,-0.29,-0.06,0.65,1.28,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1339,6.77,3.27,28.15,4.64,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2009,3.31,0.42,2.85,2.97,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2106,4.11,0.88,20.6,2.8,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2363,-2.25,-0.28,33.86,3.12,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2515,3.98,0.55,7.97,2.94,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1437,7.49,2.23,69.77,2.96,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1568,4.54,0.69,12.8,1.76,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1219,4.47,0.79,8.7,2.79,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1713,4.6,0.71,13.16,2.61,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1321,3.18,0.9,6.71,0.94,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1809,-0.81,-0.09,19.01,1.72,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6431,-11.05,-1.07,-16.3,4.8,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1413,7.79,0.56,4.13,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2303,8.17,1.84,20.69,3.41,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2906,3.87,0.25,24.05,2.1,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2338,9.96,2.37,19.99,1.57,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2010,4.74,0.81,6.73,4.02,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1722,4.51,2.34,21.9,3.75,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3494,-24.66,-1.87,5.05,4.57,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3016,5.37,0.76,11.54,0.76,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
6477,9.77,1.87,20.58,1.4,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1517,4.34,0.61,13.63,1.48,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3536,-35.53,-1.17,6.74,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2511,4.61,0.72,25.0,4.58,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1457,8.16,1.89,11.57,3.89,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3050,4.88,0.74,34.66,3.28,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2618,6.23,0.87,13.21,1.06,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1472,-29.36,-2.26,7.4,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3535,1.4,0.17,25.06,2.5,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
1218,9.53,1.22,17.74,2.52,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2405,-0.13,-0.02,25.12,1.73,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
4108,-8.82,-0.87,51.72,0.0,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
2506,0.99,0.05,41.23,1.83,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
8429,0.77,0.33,9.29,2.81,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3025,4.35,0.5,48.73,2.44,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3046,-6.52,-0.95,24.68,0.19,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3543,-0.32,-0.07,13.57,4.24,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
5906,8.42,1.02,57.25,1.72,0,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
3052,4.47,0.66,5.43,4.93,-1,"ROE_5Y <= 10.035, 現金殖利率 <= 5.045"
